lon_wgs84,lat_wgs84,case,pred_proba,pearson_residual,lisa_raw,lisa_fdr,lisa_p_sim,lisa_q
118.0847199048194,24.445764339023775,0,0.0777439519329839,-0.2903404533496211,ns,ns,0.416,2
118.10380778248938,24.49426556099665,0,0.1597125782715003,-0.4359690196439045,ns,ns,0.284,3
118.10192146864148,24.471759957254104,0,0.294315817352528,-0.6458053074445337,ns,ns,0.43,2
118.12748147833192,24.531267448530137,0,0.0946298253351414,-0.323296443785194,ns,ns,0.404,2
118.08750297603422,24.49277053637211,0,0.0996455631648277,-0.3326765802236486,ns,ns,0.489,3
118.15110015246648,24.44393422051943,0,0.0079477131475484,-0.0895063424576517,LH,ns,0.017,2
118.1630577335081,24.482244552442992,0,0.0803250879260983,-0.2955346690218054,ns,ns,0.208,3
118.0753976761829,24.49006273438983,0,0.1616115041181647,-0.4390494939507859,ns,ns,0.052,2
118.1049723580956,24.49359940498099,0,0.2454156736949994,-0.570291971776634,ns,ns,0.256,3
118.14161453965605,24.445970355549257,0,0.02218438409356,-0.1506243561669261,ns,ns,0.362,3
118.1665854235258,24.523286666995,0,0.0884150540398784,-0.3114329331490729,ns,ns,0.213,3
118.11226256351044,24.436168518234656,0,0.2151072068377292,-0.5235067789531054,ns,ns,0.27,3
118.19094804785176,24.50826692535794,0,0.0919760863321627,-0.3182649549642314,ns,ns,0.181,3
118.17013252884422,24.51029297410704,0,0.1243350073127612,-0.3768145970877607,ns,ns,0.081,2
118.17499408501033,24.49945463907804,0,0.074588302509576,-0.283901619120121,ns,ns,0.148,3
118.17658173084052,24.489866469478528,0,0.0973131178004104,-0.3283349603429281,ns,ns,0.076,2
118.13787586283216,24.480452642312024,0,0.0573282141926431,-0.2466061779625857,ns,ns,0.26,2
118.10538476412675,24.49196579895893,0,0.2109235703053321,-0.5170148550555836,ns,ns,0.237,3
118.12035773677198,24.527058185252912,0,0.0724059756197121,-0.2793883119854831,ns,ns,0.228,3
118.15513219455222,24.543527259203564,0,0.0746662378292978,-0.2840618626545212,ns,ns,0.351,2
118.0919096234476,24.48039108656831,0,0.0773149588603339,-0.2894709755133716,ns,ns,0.476,3
118.07505887245614,24.46767546665843,0,0.2345692551731025,-0.5535828066613157,ns,ns,0.469,3
118.13726117526708,24.51959411447065,0,0.0778396242331558,-0.2905341160052451,ns,ns,0.356,2
118.15141503961482,24.491128677278585,0,0.1807932407289486,-0.4697797920136155,ns,ns,0.359,3
118.07896159061433,24.489249414633953,0,0.0743933244581102,-0.2835004445906347,ns,ns,0.421,2
118.16117143764114,24.52792042893997,0,0.0947141921036056,-0.3234555993065398,ns,ns,0.359,3
118.11371537701248,24.509546791126805,0,0.1646926371409887,-0.4440316601632713,ns,ns,0.245,2
118.16410316368828,24.474654740405025,0,0.05872161564934,-0.2497698167781853,ns,ns,0.172,2
118.1095495706988,24.43582814653416,0,0.1965354647673534,-0.4945806364782448,ns,ns,0.315,3
